964 0364         ,*,90 4 391 1      ,070,14444 ,   ,009413             ,V201,   , 1 25,    1882, 6/01/16,     120, ,0000,      ,    1062,    24.9800,    36.0000,    25.9043
133740           ,*,133740          ,095,00154 ,XE ,3803               ,V999,   , 3 16,      48, 5/17/16,      48, ,0000,      ,        ,    54.3100,    58.7600,    56.3195
133740           , ,133740          ,095,00154 ,XE ,3803               ,V999,   , 3 16,      48, 8/16/16,      48, ,0000,      ,        ,    54.3100,    58.7600,    56.3195
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 2/19/16,       3,*,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 2/26/16,       3,*,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 3/04/16,       3,*,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 3/08/16,      14,*,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 3/18/16,       4,*,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 3/25/16,       1,*,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 4/01/16,       1,*,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 4/08/16,       1,*,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 4/15/16,       7,*,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 4/18/16,       4,*,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 4/22/16,       2, ,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 4/26/16,       2, ,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 5/06/16,       2, ,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 5/17/16,      14, ,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 5/20/16,       5, ,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 6/17/16,      16, ,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 6/20/16,       4, ,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 7/18/16,       5, ,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 7/19/16,       4, ,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 8/16/16,      20, ,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 8/19/16,       4, ,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 9/16/16,       5, ,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311, 9/19/16,       3, ,0000,      ,     306,    29.1400,    41.2300,    30.2182
134764           , ,134764          ,095,00154 ,XE ,3803               ,V999,   , 1 20,     311,10/17/16,      13, ,0000,      ,     306,    29.1400,    41.2300,    30.2182
139996           , ,139996          ,095,00154 ,XE ,3803               ,V999,   ,     ,        , 5/02/16,       1, ,0000,      ,        ,    68.8200,    74.4500,    69.6954
160HH100         , ,160HH100        ,095,00154 ,XE ,3803               ,V999,   , 9 25,     490, 6/17/16,     490, ,0000,      ,        ,      .2830,      .3100,      .2953
170 4 1271 1     , ,170 4 1271 1    ,095,00154 ,XE ,3803               ,V201,   , 3 16,      41, 4/19/16,       1,*,0000,      ,       1,    31.7696,    34.3700,    33.1516
170 4 1271 1     , ,170 4 1271 1    ,095,00154 ,XE ,3803               ,V201,   , 3 16,      41, 5/27/16,       2, ,0000,      ,       1,    31.7696,    34.3700,    33.1516
170 4 1271 1     , ,170 4 1271 1    ,095,00154 ,XE ,3803               ,V201,   , 3 16,      41, 6/27/16,       2, ,0000,      ,       1,    31.7696,    34.3700,    33.1516
170 4 1271 1     , ,170 4 1271 1    ,095,00154 ,XE ,3803               ,V201,   , 3 16,      41, 7/26/16,       3, ,0000,      ,       1,    31.7696,    34.3700,    33.1516
170 4 1271 1     , ,170 4 1271 1    ,095,00154 ,XE ,3803               ,V201,   , 3 16,      41, 8/26/16,       3, ,0000,      ,       1,    31.7696,    34.3700,    33.1516
170 4 1271 1     , ,170 4 1271 1    ,095,00154 ,XE ,3803               ,V201,   , 3 16,      41, 9/26/16,       3, ,0000,      ,       1,    31.7696,    34.3700,    33.1516
170 4 1271 1     , ,170 4 1271 1    ,095,00154 ,XE ,3803               ,V201,   , 3 16,      41,10/23/16,       3, ,0000,      ,       1,    31.7696,    34.3700,    33.1516
170 4 1271 1     , ,170 4 1271 1    ,095,00154 ,XE ,3803               ,V201,   , 3 16,      41,11/27/16,       4, ,0000,      ,       1,    31.7696,    34.3700,    33.1516
170 4 611 1X     , ,170 4 611 1X    ,095,00154 ,XE ,3803               ,V999,   , 2  3,      17, 3/15/16,       2,*,0000,      ,       4,    45.1036,    46.0900,    46.7724
170 4 611 1X     , ,170 4 611 1X    ,095,00154 ,XE ,3803               ,V999,   , 2  3,      17, 4/17/16,       2,*,0000,      ,       4,    45.1036,    46.0900,    46.7724
170 4 611 1X     , ,170 4 611 1X    ,095,00154 ,XE ,3803               ,V999,   , 2  3,      17, 5/17/16,       2, ,0000,      ,       4,    45.1036,    46.0900,    46.7724
170 4 611 1X     , ,170 4 611 1X    ,095,00154 ,XE ,3803               ,V999,   , 2  3,      17, 6/17/16,       2, ,0000,      ,       4,    45.1036,    46.0900,    46.7724
170 4 611 1X     , ,170 4 611 1X    ,095,00154 ,XE ,3803               ,V999,   , 2  3,      17, 7/18/16,       2, ,0000,      ,       4,    45.1036,    46.0900,    46.7724
170 4 611 1X     , ,170 4 611 1X    ,095,00154 ,XE ,3803               ,V999,   , 2  3,      17, 8/16/16,       2, ,0000,      ,       4,    45.1036,    46.0900,    46.7724
2 2 1309         , ,2 2 1309        ,095,00154 ,XE ,3803               ,V999,   , 3  8,     183, 6/17/16,       3, ,0000,      ,      12,     5.7733,     6.2500,     5.9835
2 2 1309         , ,2 2 1309        ,095,00154 ,XE ,3803               ,V999,   , 3  8,     183, 6/24/16,       1, ,0000,      ,      12,     5.7733,     6.2500,     5.9835
2 2 1309         , ,2 2 1309        ,095,00154 ,XE ,3803               ,V999,   , 3  8,     183, 7/01/16,       1, ,0000,      ,      12,     5.7733,     6.2500,     5.9835
2 2 1309         , ,2 2 1309        ,095,00154 ,XE ,3803               ,V999,   , 3  8,     183, 7/08/16,       1, ,0000,      ,      12,     5.7733,     6.2500,     5.9835
2 2 1309         , ,2 2 1309        ,095,00154 ,XE ,3803               ,V999,   , 3  8,     183, 7/18/16,      14, ,0000,      ,      12,     5.7733,     6.2500,     5.9835
2 2 1309         , ,2 2 1309        ,095,00154 ,XE ,3803               ,V999,   , 3  8,     183, 8/16/16,      14, ,0000,      ,      12,     5.7733,     6.2500,     5.9835
2 2 1309         , ,2 2 1309        ,095,00154 ,XE ,3803               ,V999,   , 3  8,     183, 9/16/16,      14, ,0000,      ,      12,     5.7733,     6.2500,     5.9835
2 28 1707        , ,2 28 1707       ,095,00154 ,XE ,3803               ,V999,   ,     ,        , 5/15/16,       2, ,0000,      ,        ,     9.5624,    10.3500,     6.5784
2 28 1707        , ,2 28 1707       ,095,00154 ,XE ,3803               ,V999,   ,     ,        , 5/31/16,       4, ,0000,      ,        ,     9.5624,    10.3500,     6.5784
2 28 397         , ,2 28 397        ,095,00154 ,XE ,3803               ,V999,   , 1 20,     300, 1/22/16,      41,*,0000,      ,      41,    11.3554,    12.4400,    11.8891
2 28 437         , ,2 28 437        ,095,00154 ,XE ,3803               ,V201,   ,12 18,     150, 5/08/16,      75, ,0000,      ,        ,     5.7716,     6.2400,     6.0227
2 28 557         , ,2 28 557        ,095,00154 ,XE ,3803               ,V999,   , 3 29,      50, 5/21/16,       4, ,0000,      ,        ,    14.7653,    16.5600,    15.4593
2 28 557         , ,2 28 557        ,095,00154 ,XE ,3803               ,V999,   , 3 29,      50, 5/31/16,       1, ,0000,      ,        ,    14.7653,    16.5600,    15.4593
2 28 557         , ,2 28 557        ,095,00154 ,XE ,3803               ,V999,   , 3 29,      50, 7/18/16,       2, ,0000,      ,        ,    14.7653,    16.5600,    15.4593
2 28 557         , ,2 28 557        ,095,00154 ,XE ,3803               ,V999,   , 3 29,      50, 8/16/16,       4, ,0000,      ,        ,    14.7653,    16.5600,    15.4593
2 28 557         , ,2 28 557        ,095,00154 ,XE ,3803               ,V999,   , 3 29,      50, 9/16/16,       4, ,0000,      ,        ,    14.7653,    16.5600,    15.4593
2 28 557         , ,2 28 557        ,095,00154 ,XE ,3803               ,V999,   , 3 29,      50,10/17/16,       4, ,0000,      ,        ,    14.7653,    16.5600,    15.4593
2 3 12051X       , ,2 3 12051X      ,095,00154 ,XE ,3803               ,V999,   , 2 17,      21, 4/15/16,       1,*,0000,      ,        ,    14.8299,    16.0400,    15.3786
2 3 12051X       , ,2 3 12051X      ,095,00154 ,XE ,3803               ,V999,   , 2 17,      21, 5/08/16,       2, ,0000,      ,        ,    14.8299,    16.0400,    15.3786
2 3 12051X       , ,2 3 12051X      ,095,00154 ,XE ,3803               ,V999,   , 2 17,      21, 5/31/16,       1, ,0000,      ,        ,    14.8299,    16.0400,    15.3786
2 3 12051X       , ,2 3 12051X      ,095,00154 ,XE ,3803               ,V999,   , 2 17,      21, 7/18/16,       1, ,0000,      ,        ,    14.8299,    16.0400,    15.3786
2 3 12051X       , ,2 3 12051X      ,095,00154 ,XE ,3803               ,V999,   , 2 17,      21, 8/16/16,       2, ,0000,      ,        ,    14.8299,    16.0400,    15.3786
2 3 12051X       , ,2 3 12051X      ,095,00154 ,XE ,3803               ,V999,   , 2 17,      21, 9/16/16,       2, ,0000,      ,        ,    14.8299,    16.0400,    15.3786
2 3 12051X       , ,2 3 12051X      ,095,00154 ,XE ,3803               ,V999,   , 2 17,      21,10/17/16,       2, ,0000,      ,        ,    14.8299,    16.0400,    15.3786
2 3 13311X       , ,2 3 13311X      ,095,00154 ,XE ,3803               ,V999,   , 8 19,      56, 6/17/16,       1, ,0000,      ,        ,    16.6091,    17.6300,    17.2236
2 3 13311X       , ,2 3 13311X      ,095,00154 ,XE ,3803               ,V999,   , 8 19,      56, 7/18/16,       2, ,0000,      ,        ,    16.6091,    17.6300,    17.2236
2 3 13311X       , ,2 3 13311X      ,095,00154 ,XE ,3803               ,V999,   , 8 19,      56, 8/16/16,       2, ,0000,      ,        ,    16.6091,    17.6300,    17.2236
2 3 8021KX       , ,2 3 8021KX      ,095,00154 ,XE ,3803               ,V999,   , 5 19,       5, 5/31/16,       3, ,0000,      ,        ,    25.4011,    25.5500,    26.5950
2 3 8251X        , ,2 3 8251X       ,095,00154 ,XE ,3803               ,V999,   , 2 17,     157, 4/03/16,       1,*,0000,      ,      21,    18.7800,    15.8100,    19.4749
2 3 8251X        , ,2 3 8251X       ,095,00154 ,XE ,3803               ,V999,   , 2 17,     157, 4/15/16,       5,*,0000,      ,      21,    18.7800,    15.8100,    19.4749
2 3 8251X        , ,2 3 8251X       ,095,00154 ,XE ,3803               ,V999,   , 2 17,     157, 4/22/16,       3, ,0000,      ,      21,    18.7800,    15.8100,    19.4749
2 3 8251X        , ,2 3 8251X       ,095,00154 ,XE ,3803               ,V999,   , 2 17,     157, 5/08/16,      11, ,0000,      ,      21,    18.7800,    15.8100,    19.4749
2 3 8251X        , ,2 3 8251X       ,095,00154 ,XE ,3803               ,V999,   , 2 17,     157, 5/20/16,       2, ,0000,      ,      21,    18.7800,    15.8100,    19.4749
2 3 8251X        , ,2 3 8251X       ,095,00154 ,XE ,3803               ,V999,   , 2 17,     157, 5/27/16,       2, ,0000,      ,      21,    18.7800,    15.8100,    19.4749
2 3 8251X        , ,2 3 8251X       ,095,00154 ,XE ,3803               ,V999,   , 2 17,     157, 6/03/16,       2, ,0000,      ,      21,    18.7800,    15.8100,    19.4749
2 3 8251X        , ,2 3 8251X       ,095,00154 ,XE ,3803               ,V999,   , 2 17,     157, 6/10/16,       2, ,0000,      ,      21,    18.7800,    15.8100,    19.4749
2 3 8251X        , ,2 3 8251X       ,095,00154 ,XE ,3803               ,V999,   , 2 17,     157, 6/17/16,      14, ,0000,      ,      21,    18.7800,    15.8100,    19.4749
2 3 8251X        , ,2 3 8251X       ,095,00154 ,XE ,3803               ,V999,   , 2 17,     157, 7/18/16,      14, ,0000,      ,      21,    18.7800,    15.8100,    19.4749
2 3 8251X        , ,2 3 8251X       ,095,00154 ,XE ,3803               ,V999,   , 2 17,     157, 8/16/16,      14, ,0000,      ,      21,    18.7800,    15.8100,    19.4749
2 3 8251X        , ,2 3 8251X       ,095,00154 ,XE ,3803               ,V999,   , 2 17,     157, 9/16/16,      14, ,0000,      ,      21,    18.7800,    15.8100,    19.4749
2 3 8251X        , ,2 3 8251X       ,095,00154 ,XE ,3803               ,V999,   , 2 17,     157,10/17/16,      14, ,0000,      ,      21,    18.7800,    15.8100,    19.4749
2 3 8251X        , ,2 3 8251X       ,095,00154 ,XE ,3803               ,V999,   , 2 17,     157,11/15/16,      14, ,0000,      ,      21,    18.7800,    15.8100,    19.4749
2 3 9701X        , ,2 3 9701X P     ,095,00154 ,XE ,3803               ,201 ,   , 1 20,      54, 5/31/16,       5, ,0000,      ,       1,    14.6118,    15.8100,    15.1524
2 40 1131        , ,2 40 1131       ,095,00154 ,XE ,3803               ,V999,   , 3 29,       4, 6/17/16,       1, ,0000,      ,        ,    13.4400,    14.5400,    13.9373
2 40 1131        , ,2 40 1131       ,095,00154 ,XE ,3803               ,V999,   , 3 29,       4, 7/18/16,       1, ,0000,      ,        ,    13.4400,    14.5400,    13.9373
2 40 1131        , ,2 40 1131       ,095,00154 ,XE ,3803               ,V999,   , 3 29,       4, 8/16/16,       1, ,0000,      ,        ,    13.4400,    14.5400,    13.9373
2 40 1131        , ,2 40 1131       ,095,00154 ,XE ,3803               ,V999,   , 3 29,       4, 9/16/16,       1, ,0000,      ,        ,    13.4400,    14.5400,    13.9373
2 40 1131        , ,2 40 1131       ,095,00154 ,XE ,3803               ,V999,   , 3 29,       4,10/17/16,       1, ,0000,      ,        ,    13.4400,    14.5400,    13.9373
2 40 1131        , ,2 40 1131       ,095,00154 ,XE ,3803               ,V999,   , 3 29,       4,11/15/16,       1, ,0000,      ,        ,    13.4400,    14.5400,    13.9373
2 40 1711        ,*,2 40 1711       ,095,00154 ,XE ,3803               ,V999,   , 2  3,       7, 2/13/16,       1,*,0000,      ,       5,     7.5000,    14.6500,     7.7775
2 40 1711        , ,2 40 1711       ,095,00154 ,XE ,3803               ,V999,   , 2  3,       7, 4/15/16,       1,*,0000,      ,       5,     7.5000,    14.6500,     7.7775
2 40 1711        , ,2 40 1711       ,095,00154 ,XE ,3803               ,V999,   , 2  3,       7, 5/13/16,       1, ,0000,      ,       5,     7.5000,    14.6500,     7.7775
2 40 1711        , ,2 40 1711       ,095,00154 ,XE ,3803               ,V999,   , 2  3,       7, 6/17/16,       1, ,0000,      ,       5,     7.5000,    14.6500,     7.7775
2 40 1711        , ,2 40 1711       ,095,00154 ,XE ,3803               ,V999,   , 2  3,       7, 7/18/16,       1, ,0000,      ,       5,     7.5000,    14.6500,     7.7775
2 40 1711        ,*,2 40 1711       ,095,00154 ,XE ,3803               ,V999,   , 2  3,       7, 8/16/16,       1, ,0000,      ,       5,     7.5000,    14.6500,     7.7775
2 40 1711        , ,2 40 1711       ,095,00154 ,XE ,3803               ,V999,   , 2  3,       7, 9/16/16,       1, ,0000,      ,       5,     7.5000,    14.6500,     7.7775
2 40 1711        , ,2 40 1711       ,095,00154 ,XE ,3803               ,V999,   , 2  3,       7,10/17/16,       1, ,0000,      ,       5,     7.5000,    14.6500,     7.7775
2 40 1711        , ,2 40 1711       ,095,00154 ,XE ,3803               ,V999,   , 2  3,       7,11/15/16,       1, ,0000,      ,       5,     7.5000,    14.6500,     7.7775
211552X          , ,211552X         ,095,00154 ,XE ,3803               ,V999,   , 3 16,     213, 7/18/16,       6, ,0000,      ,      17,    11.6067,    12.5600,    12.1116
211552X          , ,211552X         ,095,00154 ,XE ,3803               ,V999,   , 3 16,     213, 8/16/16,       6, ,0000,      ,      17,    11.6067,    12.5600,    12.1116
211552X          , ,211552X         ,095,00154 ,XE ,3803               ,V999,   , 3 16,     213, 9/16/16,       6, ,0000,      ,      17,    11.6067,    12.5600,    12.1116
211552X          , ,211552X         ,095,00154 ,XE ,3803               ,V999,   , 3 16,     213,10/17/16,       6, ,0000,      ,      17,    11.6067,    12.5600,    12.1116
211552X          , ,211552X         ,095,00154 ,XE ,3803               ,V999,   , 3 16,     213,11/15/16,       6, ,0000,      ,      17,    11.6067,    12.5600,    12.1116
230123 6         , ,230123 6        ,095,00154 ,XE ,3803               ,V999,   , 5 19,    7500, 6/04/16,    2500, ,0000,      ,        ,      .2885,      .3800,      .3021
230323           , ,230323          ,095,00154 ,XE ,3803               ,V252,   , 2 17,   28688, 3/04/16,    1200,*,0000,      ,    2400,      .1396,      .1500,      .1457
230323           , ,230323          ,095,00154 ,XE ,3803               ,V252,   , 2 17,   28688, 4/17/16,    1200,*,0000,      ,    2400,      .1396,      .1500,      .1457
230323           , ,230323          ,095,00154 ,XE ,3803               ,V252,   , 2 17,   28688, 5/17/16,    2400, ,0000,      ,    2400,      .1396,      .1500,      .1457
230323           , ,230323          ,095,00154 ,XE ,3803               ,V252,   , 2 17,   28688, 6/17/16,    1200, ,0000,      ,    2400,      .1396,      .1500,      .1457
230323           , ,230323          ,095,00154 ,XE ,3803               ,V252,   , 2 17,   28688, 7/18/16,    1200, ,0000,      ,    2400,      .1396,      .1500,      .1457
230323           , ,230323          ,095,00154 ,XE ,3803               ,V252,   , 2 17,   28688, 8/16/16,    1200, ,0000,      ,    2400,      .1396,      .1500,      .1457
230323           , ,230323          ,095,00154 ,XE ,3803               ,V252,   , 2 17,   28688, 9/16/16,    1200, ,0000,      ,    2400,      .1396,      .1500,      .1457
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115, 4/01/16,      11,*,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115, 4/19/16,      14,*,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115, 4/22/16,      39, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115, 4/26/16,      18, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115, 5/08/16,      59, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115, 5/17/16,      10, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115, 6/03/16,      12, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115, 6/10/16,      21, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115, 6/17/16,      90, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115, 7/11/16,       9, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115, 7/18/16,      95, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115, 8/09/16,       9, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115, 8/16/16,      99, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115, 9/09/16,       9, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115, 9/16/16,     101, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115,10/10/16,      17, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115,10/17/16,     167, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115,11/06/16,       9, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115,11/15/16,      83, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115,12/11/16,       9, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231281           , ,231281          ,095,00154 ,XE ,3803               ,V999,   , 3 29,    3115,12/18/16,      81, ,0000,      ,     104,     7.4960,     8.1100,     7.7734
231351 1         , ,231351 1        ,095,00154 ,XE ,3803               ,V999,   , 1  6,    6700, 7/18/16,    3700, ,0000,      ,    3700,      .2917,      .2900,      .3025
231502           , ,231502          ,095,00154 ,XE ,3803               ,V252,   ,12  8,    4625, 8/16/16,     750, ,0000,      ,     375,     1.2877,     1.3900,     1.3437
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 4/19/16,      22,*,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 4/25/16,       1, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 5/08/16,      29, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 5/14/16,      30, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 5/20/16,      11, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 5/21/16,      11, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 5/27/16,       4, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 5/31/16,       8, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 6/03/16,       4, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 6/04/16,      13, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 6/07/16,       4, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 6/10/16,       5, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 6/11/16,       6, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 6/14/16,       6, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 6/17/16,      37, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 6/18/16,      13, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 6/20/16,       2, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 6/21/16,       4, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 6/25/16,      11, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 6/28/16,       5, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 7/02/16,      11, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 7/05/16,       4, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 7/09/16,      14, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 7/11/16,       1, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 7/12/16,       5, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 7/16/16,       9, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
250 4 21 1       , ,250 4 21 1      ,095,00154 ,XE ,3803               ,V999,   , 3 29,    1518, 7/18/16,      32, ,0000,      ,      82,    29.7457,    35.9300,    30.8463
